Machine_ID,Temperature,Run_Time,Downtime_Flag
1,87.45401188473625,9.593738824734066,0
2,145.07143064099162,8.656978213322276,0
3,123.1993941811405,5.051539987565781,0
4,109.86584841970367,14.967133412334222,0
5,65.60186404424365,11.962355691698464,0
6,65.59945203362027,20.911122823452086,0
7,55.80836121681995,1.73852035108734,1
8,136.6176145774935,15.808962333767905,0
9,110.11150117432088,18.547824205765906,0
10,120.80725777960456,18.46819109133106,0
11,52.05844942958024,21.379701243197076,0
12,146.99098521619942,17.767776085078363,0
13,133.24426408004217,22.339631417897014,0
14,71.23391106782762,8.651101795880503,0
15,68.18249672071006,12.57381658528549,0
16,68.34045098534338,1.3238322555064856,1
17,80.42422429595376,1.160024507975698,0
18,102.4756431632238,6.522912270384958,1
19,93.19450186421157,3.318565534198961,0
20,79.1229140198042,6.984861462522333,0
21,111.18528947223794,5.07199577415314,0
22,63.94938606520418,1.6559605712889094,0
23,79.21446485352182,21.913995367339137,0
24,86.63618432936917,1.1891320219445052,0
25,95.6069984217036,17.929889319752963,0
26,128.51759613930136,4.49940139914888,0
27,69.96737821583598,21.9812813059908,0
28,101.42344384136116,21.534306610567373,0
29,109.24145688620425,16.03972636649292,0
30,54.64504127199977,16.461385445413917,0
31,110.75448519014384,1.1228002653028364,0
32,67.05241236872915,23.652046020612847,0
33,56.50515929852795,21.19014988224373,0
34,144.88855372533334,21.587443191792115,0
35,146.56320330745592,16.162624352170056,0
36,130.8397348116461,8.93009935905434,1
37,80.46137691733708,21.553918929081057,0
38,59.76721140063839,7.704889347477424,0
39,118.42330265121569,13.942365496870666,1
40,94.01524937396013,3.293812363909295,0
41,62.20382348447788,22.204979493053255,0
42,99.51769101112703,4.237720528737906,0
43,53.43885211152184,6.172626531799367,0
44,140.9320402078782,13.837085636948945,0
45,75.8779981600017,18.574139004898576,0
46,116.2522284353982,15.245080036534876,1
47,81.1711076089411,6.339079994403591,0
48,102.00680211778108,1.0216899781322777,0
49,104.67102793432797,18.414463347071102,0
50,68.4854455525527,23.659768495955156,1
51,146.95846277645586,19.62800176704008,0
52,127.51328233611146,11.584752217602153,0
53,143.9498941564189,21.78664701217945,0
54,139.4827350427649,10.426496481722051,0
55,109.78999788110852,13.073483937599754,0
56,142.18742350231167,11.973984650100714,1
57,58.84925020519195,11.295349071307074,0
58,69.59828624191452,18.82938769375983,0
59,54.52272889105381,13.115684867198317,1
60,82.53303307632643,8.28449380657997,0
61,88.8677289689482,6.937637856145002,0
62,77.13490317738959,1.8681882902509679,0
63,132.87375091519294,14.413488723310058,0
64,85.67533266935894,6.289112554223787,0
65,78.09345096873807,4.407080206376811,1
66,104.26960831582485,16.038089168036585,0
67,64.09242249747626,16.667812929895625,0
68,130.21969807540398,18.29956252192632,0
69,57.45506436797708,12.582268615787605,0
70,148.68869366005174,21.563255919689393,0
71,127.22447692966574,22.53588332815924,0
72,69.87156815341724,19.569531615227255,0
73,50.55221171236024,15.618650086188307,0
74,131.54614284548342,7.98558193259734,0
75,120.68573438476172,23.607733197265087,0
76,122.90071680409874,7.305131845414582,0
77,127.12703466859458,5.661109205779915,0
78,57.40446517340904,11.169544617091404,0
79,85.84657285442725,2.3073331263849344,0
80,61.58690595251297,23.50537268745119,0
81,136.31034258755935,14.53397179757777,0
82,112.3298126827558,13.80989810827603,0
83,83.08980248526493,16.08331443769356,0
84,56.355835028602364,12.431543898875752,0
85,81.09823217156622,1.7374608931744564,0
86,82.51833220267471,15.083159643329125,0
87,122.96061783380641,17.471999169997904,0
88,113.75574713552132,10.585228394353223,0
89,138.72127425763267,18.41779815763744,0
90,97.22149251619493,6.2210298847836745,0
91,61.95942459383017,6.089361594522233,0
92,121.3244787222995,4.712590716814201,0
93,126.07850486168974,9.555879475150723,0
94,106.12771975694963,20.48127681394892,0
95,127.0967179954561,20.041977429428478,0
96,99.37955963643907,9.804956783160588,0
97,102.2732829381994,14.549730927545442,0
98,92.75410183585495,17.57877527892306,0
99,52.54191267440952,6.547755816444528,1
100,60.78914269933044,4.867244975579183,0
101,53.14291856867342,23.358207843883154,1
102,113.64104112637804,15.203818203821225,0
103,81.43559810763267,23.572561602174268,0
104,100.85706911647029,8.76838770404127,0
105,140.7566473926093,17.169729099405025,0
106,74.92922291488749,6.119883640448467,0
107,91.03829230356297,7.007603939299997,1
108,125.55511385430486,12.77374878920135,1
109,72.87981654916224,8.351216886685638,0
110,57.6979909828793,4.855295968333443,0
111,78.9751452913768,7.046256145754498,1
112,66.12212872540044,1.8222130727148866,1
113,142.9697652342573,17.20174329398219,0
114,130.8120379564417,12.318683112974817,0
115,113.34037565104234,3.1675905273040894,0
116,137.14605901877178,4.948961841955297,0
117,130.36720768991145,3.358294376590812,0
118,68.65700588860358,15.08963459034516,0
119,139.25589984899779,3.1668383630873573,0
120,103.93422419156508,18.34849365980997,0
121,130.74401551640625,1.471751144368997,0
